 # Printing electron repulsion integrals in spatial MO basis
      1.65746225568124994076e+00 	 1 1 1 1
      1.23210600872631831360e-01 	 1 1 2 1
      3.93597799685008464809e-01 	 1 1 2 2
      1.36465241834231559848e-01 	 1 1 3 1
      9.55749466986755870368e-03 	 1 1 3 2
      3.96123829133834870486e-01 	 1 1 3 3
      2.18121863123415910288e-16 	 1 1 4 1
      5.08986053528719200214e-17 	 1 1 4 2
      4.45020497865731239837e-17 	 1 1 4 3
      3.96290895985614788355e-01 	 1 1 4 4
      1.37998633252790855402e-16 	 1 1 5 1
     -1.12824354631147900745e-16 	 1 1 5 2
     -8.14622144376289536559e-17 	 1 1 5 3
      6.15315588361648128070e-17 	 1 1 5 4
      3.96290895985615343466e-01 	 1 1 5 5
      3.02122452903162870552e-02 	 1 1 6 1
      1.28575557310925750465e-02 	 1 1 6 2
     -1.74475961074686304608e-02 	 1 1 6 3
      1.49454677535180818670e-17 	 1 1 6 4
     -2.92097066484650461915e-17 	 1 1 6 5
      3.61297642622272041635e-01 	 1 1 6 6
      1.23210600872631789726e-01 	 2 1 1 1
      1.65046353809819718039e-02 	 2 1 2 1
     -8.48907100586244849072e-03 	 2 1 2 2
      1.19454104393018917946e-02 	 2 1 3 1
      4.04999454638201982631e-03 	 2 1 3 2
      1.24140866418002634997e-02 	 2 1 3 3
      1.66129568296604022281e-17 	 2 1 4 1
      3.04417878141257752438e-18 	 2 1 4 2
      4.16138611160417741557e-18 	 2 1 4 3
      4.85870261144430871242e-03 	 2 1 4 4
      1.94522856203247037483e-18 	 2 1 5 1
      6.01604262495607376341e-18 	 2 1 5 2
      2.17339398450126844604e-18 	 2 1 5 3
      5.09026414942143435058e-19 	 2 1 5 4
      4.85870261144431738604e-03 	 2 1 5 5
      6.80153168030698130481e-03 	 2 1 6 1
      7.01752834864106597723e-03 	 2 1 6 2
     -5.04808154042393503885e-03 	 2 1 6 3
      3.05429329587003450944e-19 	 2 1 6 4
      3.29006990674063414925e-18 	 2 1 6 5
     -5.73465597978828952458e-03 	 2 1 6 6
      3.93597799685008520321e-01 	 2 2 1 1
     -8.48907100586244502127e-03 	 2 2 2 1
      5.01300613191809185665e-01 	 2 2 2 2
      1.84733071175994280344e-02 	 2 2 3 1
     -4.53744406699536709238e-02 	 2 2 3 2
      2.29966383150381398215e-01 	 2 2 3 3
      4.89625062619174666013e-17 	 2 2 4 1
      2.62832086684215523021e-17 	 2 2 4 2
      1.25236007514053088660e-17 	 2 2 4 3
      2.80184407088635123451e-01 	 2 2 4 4
      7.45288301074515586829e-17 	 2 2 5 1
     -1.20565871105485793677e-16 	 2 2 5 2
     -5.46039535115091975034e-17 	 2 2 5 3
      4.23281539779307537019e-17 	 2 2 5 4
      2.80184407088635456518e-01 	 2 2 5 5
     -4.72094232823603177779e-03 	 2 2 6 1
     -1.38201208927496682621e-01 	 2 2 6 2
      5.06508683307976687038e-02 	 2 2 6 3
      2.50116439043975312332e-17 	 2 2 6 4
     -1.87495058345405023563e-17 	 2 2 6 5
      4.59867061580073732685e-01 	 2 2 6 6
      1.36465241834231532092e-01 	 3 1 1 1
      1.19454104393018917946e-02 	 3 1 2 1
      1.84733071175994245650e-02 	 3 1 2 2
      2.13176010873083812691e-02 	 3 1 3 1
     -2.89467541642495298799e-04 	 3 1 3 2
     -2.18767169704178407463e-03 	 3 1 3 3
      1.74744336113131315328e-17 	 3 1 4 1
      4.68949560590660746580e-18 	 3 1 4 2
      4.08787490978386805408e-18 	 3 1 4 3
      4.89215942895826570030e-03 	 3 1 4 4
      2.96452487027952402831e-18 	 3 1 5 1
      2.45380244618794697520e-19 	 3 1 5 2
      8.27626239853062773560e-18 	 3 1 5 3
      9.27188521302713998628e-19 	 3 1 5 4
      4.89215942895827090448e-03 	 3 1 5 5
     -1.55146825508010251411e-04 	 3 1 6 1
     -2.35757064896311655661e-03 	 3 1 6 2
      4.61847460150589198685e-03 	 3 1 6 3
      2.93159013595344447846e-18 	 3 1 6 4
      1.95001005956743445200e-18 	 3 1 6 5
      1.14767608660226744927e-02 	 3 1 6 6
      9.55749466986760727594e-03 	 3 2 1 1
      4.04999454638203283674e-03 	 3 2 2 1
     -4.53744406699536917404e-02 	 3 2 2 2
     -2.89467541642481800482e-04 	 3 2 3 1
      1.13600221043210526661e-02 	 3 2 3 2
      4.82589208589944296951e-03 	 3 2 3 3
      2.99622320230675128517e-18 	 3 2 4 1
     -3.55585717994435543444e-18 	 3 2 4 2
     -3.07091746996895386141e-18 	 3 2 4 3
      3.79520207156542385002e-03 	 3 2 4 4
      1.47344210313440565886e-18 	 3 2 5 1
      2.51374635421084296538e-18 	 3 2 5 2
     -6.61816789334857728976e-18 	 3 2 5 3
      8.99601003590943476180e-19 	 3 2 5 4
      3.79520207156542254898e-03 	 3 2 5 5
      6.32359066482825844455e-04 	 3 2 6 1
      3.25365472264422597726e-02 	 3 2 6 2
     -7.59059541046278821869e-03 	 3 2 6 3
     -5.48948518839259626454e-18 	 3 2 6 4
     -4.78009024964268783486e-18 	 3 2 6 5
     -4.09605385814153788449e-02 	 3 2 6 6
      3.96123829133834814975e-01 	 3 3 1 1
      1.24140866418002461524e-02 	 3 3 2 1
      2.29966383150381342704e-01 	 3 3 2 2
     -2.18767169704180619236e-03 	 3 3 3 1
      4.82589208589942822436e-03 	 3 3 3 2
      3.39485047892402691527e-01 	 3 3 3 3
      5.11607596544051103328e-17 	 3 3 4 1
      1.69158963508272352463e-17 	 3 3 4 2
      2.12166614000805127498e-17 	 3 3 4 3
      2.82400436402673316039e-01 	 3 3 4 4
      7.13198129465200130078e-17 	 3 3 5 1
     -7.56229742991873890260e-17 	 3 3 5 2
     -7.54941486811059914735e-17 	 3 3 5 3
      4.61292619221618218656e-17 	 3 3 5 4
      2.82400436402673649106e-01 	 3 3 5 5
      8.42382581384421881554e-03 	 3 3 6 1
      5.85076657040787748154e-03 	 3 3 6 2
     -3.61491661734691244190e-02 	 3 3 6 3
     -1.50899566984761667963e-18 	 3 3 6 4
     -2.01418290502334836524e-17 	 3 3 6 5
      2.42456360775047036205e-01 	 3 3 6 6
      2.18121863123415885636e-16 	 4 1 1 1
      1.66129568296603991466e-17 	 4 1 2 1
      4.89625062619174604383e-17 	 4 1 2 2
      1.74744336113131315328e-17 	 4 1 3 1
      2.99622320230674358145e-18 	 4 1 3 2
      5.11607596544051349847e-17 	 4 1 3 3
      9.82169265421301007635e-03 	 4 1 4 1
     -7.68005245541496413264e-03 	 4 1 4 2
     -1.02342040093875100842e-02 	 4 1 4 3
      4.29325109062316735137e-17 	 4 1 4 4
      1.53355393721491087067e-18 	 4 1 5 1
     -1.09719867644415735250e-18 	 4 1 5 2
     -1.50033517077220574021e-18 	 4 1 5 3
      7.08057884312658280770e-18 	 4 1 5 4
      4.78428486399222474348e-17 	 4 1 5 5
      3.46543739982627864103e-18 	 4 1 6 1
      2.37140583489657028409e-18 	 4 1 6 2
     -2.53856470308576402663e-19 	 4 1 6 3
     -5.78296427310777232111e-03 	 4 1 6 4
     -9.71564989801094150103e-19 	 4 1 6 5
      4.50706496175350433611e-17 	 4 1 6 6
      5.08986053528719261844e-17 	 4 2 1 1
      3.04417878141257983549e-18 	 4 2 2 1
      2.62832086684215245687e-17 	 4 2 2 2
      4.68949560590660977691e-18 	 4 2 3 1
     -3.55585717994436082704e-18 	 4 2 3 2
      1.69158963508272290833e-17 	 4 2 3 3
     -7.68005245541496586736e-03 	 4 2 4 1
      2.45777918047196085316e-02 	 4 2 4 2
      1.91833844264976613458e-02 	 4 2 4 3
      4.44163692009152198193e-17 	 4 2 4 4
     -1.09755121091027212772e-18 	 4 2 5 1
      3.74053625039564520750e-18 	 4 2 5 2
      3.02583940523118747433e-18 	 4 2 5 3
     -1.21409428890374557830e-17 	 4 2 5 4
      2.78216502705031532625e-17 	 4 2 5 5
      1.19679817555766902377e-18 	 4 2 6 1
      1.21901229887409078933e-18 	 4 2 6 2
     -2.92831971506960739170e-18 	 4 2 6 3
      1.93081871255283733790e-02 	 4 2 6 4
      3.27193226915684916407e-18 	 4 2 6 5
      2.08618291623658512674e-17 	 4 2 6 6
      4.45020497865730808429e-17 	 4 3 1 1
      4.16138611160418049706e-18 	 4 3 2 1
      1.25236007514053027030e-17 	 4 3 2 2
      4.08787490978387190594e-18 	 4 3 3 1
     -3.07091746996895655771e-18 	 4 3 3 2
      2.12166614000805096684e-17 	 4 3 3 3
     -1.02342040093875100842e-02 	 4 3 4 1
      1.91833844264976613458e-02 	 4 3 4 2
      4.13964603147418189200e-02 	 4 3 4 3
      4.49260919230883183062e-17 	 4 3 4 4
     -1.50025255680032893891e-18 	 4 3 5 1
      3.02592839220931498865e-18 	 4 3 5 2
      6.59183631310899285585e-18 	 4 3 5 3
     -1.37337705102802964751e-17 	 4 3 5 4
      2.49811863347075143974e-17 	 4 3 5 5
      2.67111360111628629982e-18 	 4 3 6 1
     -6.58448424906054955458e-19 	 4 3 6 2
     -1.01373544858127768358e-17 	 4 3 6 3
